# newdoc id = f-QTSTCCSV
# metadata:url = https://foodista.com/recipe/QTSTCCSV/pancetta-and-asparagus-pasta
# metadata:num_steps = 5
# metadata:avg_len_steps = 23
# metadata:num_ingres = 5
# metadata:cluster = old
# newpar id = f-QTSTCCSV::ingredients
# sent_id = f-QTSTCCSV::ingredients::sent01
# text = 250 g uncooked pasta of your choice
3	pasta	pasta	NOUN	NN	Number=sing	1	obj	_	_	B-INGREDIENT	_	_	_	_
4	in	in	ADP	IN	_	7	case	_	_	O	_	_	_	_
5	a	a	DET	DT	_	7	det	_	_	O	_	_	_	_
6	large	large	ADJ	JJ	Degree=pos	7	amod	_	_	B-PROP	_	_	_	_
7	pot	pot	NOUN	NN	Number=sing	1	obl	_	_	I-PROP	_	_	_	_
8	according	accord	VERB	VBG	VerbForm=part|Tense=pres|Aspect=prog	11	case	_	_	O	_	_	_	_
9	to	to	ADP	IN	_	8	fixed	_	_	O	_	_	_	_
10	package	package	NOUN	NN	Number=sing	11	compound	_	_	O	_	_	_	_
11	instructions	instruction	NOUN	NNS	Number=plur	1	obl	_	_	O	_	_	_	_
12	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# sent_id = f-QTSTCCSV::step04::sent02
# text = Drain, but reserve 1/4 cup of the pasta water for later (if needed).
1	Drain	drain	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	,	,	PUNCT	,	PunctType=comm	4	punct	_	_	O	_	_	_	_
3	but	but	CCONJ	CC	ConjType=comp	4	cc	_	_	O	_	_	_	_
4	reserve	reserve	VERB	VB	VerbForm=inf	1	conj	_	_	B-EVENT	_	_	_	_
5	1/4	1/4	NUM	CD	NumType=card	6	nummod	_	_	O	_	_	_	_
6	cup	cup	NOUN	NN	Number=sing	4	obj	_	_	O	_	_	_	_
7	of	of	ADP	IN	_	10	case	_	_	O	_	_	_	_
8	the	the	DET	DT	_	10	det	_	_	O	_	_	_	_
9	pasta	pasta	NOUN	NN	Number=sing	10	compound	_	_	B-INGREDIENT	_	_	_	_
10	water	water	NOUN	NN	Number=sing	6	nmod	_	_	I-INGREDIENT	_	_	_	_
11	for	for	ADP	IN	_	12	case	_	_	O	_	_	_	_
12	later	late	ADV	RBR	Degree=comp	4	obl	_	_	O	_	_	_	_
13	(	(	PUNCT	-LRB-	PunctType=brck|PunctSide=ini	15	punct	_	_	O	_	_	_	_
14	if	if	SCONJ	IN	_	15	mark	_	_	O	_	_	_	_
15	needed	need	VERB	VBN	VerbForm=part|Tense=past|Aspect=perf	4	advcl	_	_	O	_	_	_	_
16	)	)	PUNCT	-RRB-	PunctType=brck|PunctSide=fin	15	punct	_	_	O	_	_	_	_
17	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# newpar id = f-QTSTCCSV::step05
# sent_id = f-QTSTCCSV::step05::sent01
# text = Add the pasta, pancetta and 1/4 cup Parmesan cheese to the saute pan with asparagus, and toss until combined.
1	Add	add	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	the	the	DET	DT	_	10	det	_	_	O	_	_	_	_
3	pasta	pasta	NOUN	NN	Number=sing	1	obj	_	_	B-INGREDIENT	_	_	_	_
4	,	,	PUNCT	,	PunctType=comm	5	punct	_	_	O	_	_	_	_
5	pancetta	pancetta	NOUN	NN	Number=sing	3	conj	_	_	B-INGREDIENT	_	_	_	_
6	and	and	CCONJ	CC	ConjType=comp	10	cc	_	_	O	_	_	_	_
7	1/4	1/4	NUM	CD	NumType=card	8	nummod	_	_	O	_	_	_	_
8	cup	cup	NOUN	NN	Number=sing	10	compound	_	_	O	_	_	_	_
9	Parmesan	parmesan	NOUN	NN	Number=sing	10	compound	_	_	B-INGREDIENT	_	_	_	_
10	cheese	cheese	NOUN	NN	Number=sing	3	conj	_	_	I-INGREDIENT	_	_	_	_
11	to	to	ADP	IN	_	14	case	_	_	O	_	_	_	_
12	the	the	DET	DT	_	14	det	_	_	O	_	_	_	_
13	saute	saute	NOUN	NN	Number=sing	14	compound	_	_	B-PROP	_	_	_	_
14	pan	pan	NOUN	NN	Number=sing	1	obl	_	_	I-PROP	_	_	_	_
15	with	with	ADP	IN	_	16	case	_	_	O	_	_	_	_
16	asparagus	asparagus	NOUN	NN	Number=sing	14	nmod	_	_	B-INGREDIENT	_	_	_	_
17	,	,	PUNCT	,	PunctType=comm	19	punct	_	_	O	_	_	_	_
18	and	and	CCONJ	CC	ConjType=comp	19	cc	_	_	O	_	_	_	_
19	toss	toss	VERB	VB	VerbForm=inf	1	conj	_	_	B-EVENT	_	_	_	_
20	until	until	SCONJ	IN	_	21	mark	_	_	O	_	_	_	_
21	combined	combine	VERB	VBN	VerbForm=part|Tense=past|Aspect=perf	19	advcl	_	_	B-EVENT	_	_	_	_
22	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# sent_id = f-QTSTCCSV::step05::sent02
# text = Sprinkle pasta with the remaining Parmesan cheese and serve immediately.
1	Sprinkle	sprinkle	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	pasta	pasta	NOUN	NN	Number=sing	1	obj	_	_	B-INGREDIENT	_	_	_	_
3	with	with	ADP	IN	_	7	case	_	_	O	_	_	_	_
4	the	the	DET	DT	_	7	det	_	_	O	_	_	_	_
5	remaining	remain	VERB	VBG	VerbForm=part|Tense=pres|Aspect=prog	7	amod	_	_	O	_	_	_	_
6	Parmesan	parmesan	NOUN	NN	Number=sing	7	compound	_	_	B-INGREDIENT	_	_	_	_
7	cheese	cheese	NOUN	NN	Number=sing	1	obl	_	_	I-INGREDIENT	_	_	_	_
8	and	and	CCONJ	CC	ConjType=comp	9	cc	_	_	O	_	_	_	_
9	serve	serve	VERB	VB	VerbForm=inf	1	conj	_	_	B-EVENT	_	_	_	_
10	immediately	immediately	ADV	RB	Degree=pos	9	advmod	_	_	O	_	_	_	_
11	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_


# newdoc id = f-PNQMMKPD
# metadata:url = https://foodista.com/recipe/PNQMMKPD/tian-of-vegetables
# metadata:num_steps = 8
# metadata:avg_len_steps = 15
# metadata:num_ingres = 7
# metadata:cluster = old
# newpar id = f-PNQMMKPD::ingredients
# sent_id = f-PNQMMKPD::ingredients::sent01
# text = 2 zucchinis, sliced in small rounds
1	2	2	NUM	CD	NumType=card	2	nummod	_	_	_	_	_	_	_
2	zucchinis	zucchini	NOUN	NNS	Number=plur	0	root	_	SpaceAfter=No	_	_	_	_	_
3	,	,	PUNCT	,	PunctType=comm	4	punct	_	_	_	_	_	_	_
4	sliced	slice	VERB	VBN	VerbForm=part|Tense=past|Aspect=perf	2	acl	_	_	_	_	_	_	_
5	in	in	ADP	IN	_	7	case	_	_	_	_	_	_	_
6	small	small	ADJ	JJ	Degree=pos	7	amod	_	_	_	_	_	_	_
7	rounds	round	NOUN	NNS	Number=plur	4	obl	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent02
# text = 1 squash, sliced in small rounds
1	1	1	NUM	CD	NumType=card	2	nummod	_	_	_	_	_	_	_
2	squash	squash	NOUN	NN	Number=sing	0	root	_	SpaceAfter=No	_	_	_	_	_
3	,	,	PUNCT	,	PunctType=comm	4	punct	_	_	_	_	_	_	_
4	sliced	slice	VERB	VBN	VerbForm=part|Tense=past|Aspect=perf	2	acl	_	_	_	_	_	_	_
5	in	in	ADP	IN	_	7	case	_	_	_	_	_	_	_
6	small	small	ADJ	JJ	Degree=pos	7	amod	_	_	_	_	_	_	_
7	rounds	round	NOUN	NNS	Number=plur	4	obl	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent03
# text = fresh thyme
1	fresh	fresh	ADJ	JJ	Degree=pos	2	amod	_	_	_	_	_	_	_
2	thyme	thyme	NOUN	NN	Number=sing	0	root	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent04
# text = olive oil
1	olive	olive	NOUN	NN	Number=sing	2	compound	_	_	_	_	_	_	_
2	oil	oil	NOUN	NN	Number=sing	0	root	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent05
# text = salt and pepper
1	salt	salt	NOUN	NN	Number=sing	0	root	_	_	_	_	_	_	_
2	and	and	CCONJ	CC	ConjType=comp	3	cc	_	_	_	_	_	_	_
3	pepper	pepper	NOUN	NN	Number=sing	1	conj	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent06
# text = 18 ounces cherry tomaotes
1	18	18	NUM	CD	NumType=card	2	nummod	_	_	_	_	_	_	_
2	ounces	ounce	NOUN	NNS	Number=plur	4	nmod:npmod	_	_	_	_	_	_	_
3	cherry	cherry	NOUN	NN	Number=sing	4	compound	_	_	_	_	_	_	_
4	tomaotes	tomaote	NOUN	NNS	Number=plur	0	root	_	SpaceAfter=No	_	_	_	_	_

# sent_id = f-PNQMMKPD::ingredients::sent07
# text = 1 tablespoon unsalted butter
1	1	1	NUM	CD	NumType=card	2	nummod	_	_	_	_	_	_	_
2	tablespoon	tablespoon	NOUN	NN	Number=sing	4	nmod:npmod	_	_	_	_	_	_	_
3	unsalted	unsalted	ADJ	JJ	Degree=pos	4	amod	_	_	_	_	_	_	_
4	butter	butter	NOUN	NN	Number=sing	0	root	_	SpaceAfter=No	_	_	_	_	_

# newpar id = f-PNQMMKPD::step01
# sent_id = f-PNQMMKPD::step01::sent01
# text = In a heavy cast enamel oval gratin dish, smear the butter all over the bottom and sides.
1	In	in	ADP	IN	_	8	case	_	_	O	_	_	_	_
2	a	a	DET	DT	_	8	det	_	_	O	_	_	_	_
3	heavy	heavy	ADJ	JJ	Degree=pos	8	amod	_	_	B-PROP	_	_	_	_
4	cast	cast	NOUN	NN	Number=sing	8	compound	_	_	I-PROP	_	_	_	_
5	enamel	enamel	NOUN	NN	Number=sing	8	compound	_	_	I-PROP	_	_	_	_
6	oval	oval	NOUN	NN	Number=sing	8	compound	_	_	O	_	_	_	_
7	gratin	gratin	NOUN	NN	Number=sing	8	compound	_	_	B-PROP	_	_	_	_
8	dish	dish	NOUN	NN	Number=sing	10	obl	_	_	I-PROP	_	_	_	_
9	,	,	PUNCT	,	PunctType=comm	10	punct	_	_	O	_	_	_	_
10	smear	smear	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
11	the	the	DET	DT	_	12	det	_	_	O	_	_	_	_
12	butter	butter	NOUN	NN	Number=sing	10	obj	_	_	B-INGREDIENT	_	_	_	_
13	all	all	ADV	RB	Degree=pos	16	advmod	_	_	O	_	_	_	_
14	over	over	ADP	IN	_	16	case	_	_	O	_	_	_	_
15	the	the	DET	DT	_	16	det	_	_	O	_	_	_	_
16	bottom	bottom	NOUN	NN	Number=sing	10	obl	_	_	O	_	_	_	_
17	and	and	CCONJ	CC	ConjType=comp	18	cc	_	_	O	_	_	_	_
18	sides	side	NOUN	NNS	Number=plur	16	conj	_	_	O	_	_	_	_
19	.	.	PUNCT	.	PunctType=peri	10	punct	_	SpaceAfter=No	O	_	_	_	_

# newpar id = f-PNQMMKPD::step02
# sent_id = f-PNQMMKPD::step02::sent01
# text = Arrange the slices of zucchini and squash, alternating them.
1	Arrange	arrange	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	the	the	DET	DT	_	3	det	_	_	O	_	_	_	_
3	slices	slice	NOUN	NNS	Number=plur	1	obj	_	_	B-INGREDIENT	_	_	_	_
4	of	of	ADP	IN	_	5	case	_	_	O	_	_	_	_
5	zucchini	zucchini	NOUN	NN	Number=sing	3	nmod	_	_	B-INGREDIENT	_	_	_	_
6	and	and	CCONJ	CC	ConjType=comp	7	cc	_	_	O	_	_	_	_
7	squash	squash	NOUN	NN	Number=sing	5	conj	_	_	B-INGREDIENT	_	_	_	_
8	,	,	PUNCT	,	PunctType=comm	9	punct	_	_	O	_	_	_	_
9	alternating	alternate	VERB	VBG	VerbForm=part|Tense=pres|Aspect=prog	1	advcl	_	_	B-EVENT	_	_	_	_
10	them	they	PRON	PRP	PronType=prs	9	obj	_	_	O	_	_	_	_
11	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# sent_id = f-PNQMMKPD::step02::sent02
# text = Leave some open space in the middle.
1	Leave	leave	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	some	some	DET	DT	_	4	det	_	_	O	_	_	_	_
3	open	open	ADJ	JJ	Degree=pos	4	amod	_	_	O	_	_	_	_
4	space	space	NOUN	NN	Number=sing	1	obj	_	_	O	_	_	_	_
5	in	in	ADP	IN	_	7	case	_	_	O	_	_	_	_
6	the	the	DET	DT	_	7	det	_	_	O	_	_	_	_
7	middle	middle	NOUN	NN	Number=sing	1	obl	_	_	O	_	_	_	_
8	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# sent_id = f-PNQMMKPD::step02::sent03
# text = Place the cut tomatoes in the middle of the dish.
1	Place	place	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	the	the	DET	DT	_	4	det	_	_	O	_	_	_	_
3	cut	cut	NOUN	NN	Number=sing	4	compound	_	_	B-INGREDIENT	_	_	_	_
4	tomatoes	tomato	NOUN	NNS	Number=plur	1	obj	_	_	I-INGREDIENT	_	_	_	_
5	in	in	ADP	IN	_	7	case	_	_	O	_	_	_	_
6	the	the	DET	DT	_	7	det	_	_	O	_	_	_	_
7	middle	middle	NOUN	NN	Number=sing	1	obl	_	_	O	_	_	_	_
8	of	of	ADP	IN	_	10	case	_	_	O	_	_	_	_
9	the	the	DET	DT	_	10	det	_	_	O	_	_	_	_
10	dish	dish	NOUN	NN	Number=sing	7	nmod	_	_	B-PROP	_	_	_	_
11	.	.	PUNCT	.	PunctType=peri	1	punct	_	SpaceAfter=No	O	_	_	_	_

# newpar id = f-PNQMMKPD::step03
# sent_id = f-PNQMMKPD::step03::sent01
# text = Preheat oven at 350F.
1	Preheat	preheat	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
2	oven	oven	NOUN	NN	Number=sing	1	obj	_	_	B-PROP	_	_	_	_
3	at	at	ADP	IN	_	4	case	_	_	O	_	_	_	_
4	350F.	350f.	NUM	CD	NumType=card	1	obl	_	SpaceAfter=No	O	_	_	_	_

# newpar id = f-PNQMMKPD::step04
# sent_id = f-PNQMMKPD::step04::sent01
# text = In a small skillet with 1 teaspoon of olive oil, saute the onion over medium heat until translucent.
1	In	in	ADP	IN	_	4	case	_	_	O	_	_	_	_
2	a	a	DET	DT	_	4	det	_	_	O	_	_	_	_
3	small	small	ADJ	JJ	Degree=pos	4	amod	_	_	B-PROP	_	_	_	_
4	skillet	skillet	NOUN	NN	Number=sing	12	obl	_	_	I-PROP	_	_	_	_
5	with	with	ADP	IN	_	7	case	_	_	O	_	_	_	_
6	1	1	NUM	CD	NumType=card	7	nummod	_	_	O	_	_	_	_
7	teaspoon	teaspoon	NOUN	NN	Number=sing	4	nmod	_	_	O	_	_	_	_
8	of	of	ADP	IN	_	10	case	_	_	O	_	_	_	_
9	olive	olive	NOUN	NN	Number=sing	10	compound	_	_	B-INGREDIENT	_	_	_	_
10	oil	oil	NOUN	NN	Number=sing	7	nmod	_	_	I-INGREDIENT	_	_	_	_
11	,	,	PUNCT	,	PunctType=comm	4	punct	_	_	O	_	_	_	_
12	saute	saute	VERB	VB	VerbForm=inf	0	root	_	_	B-EVENT	_	_	_	_
13	the	the	DET	DT	_	14	det	_	_	O	_	_	_	_
